Image Name,Predicted Class,Confidence Score
7526.jpg,"Class 2
",0.564941
10523.jpg,"Class 2
",1.0
11586.jpg,"Class 2
",0.9999995
8747.jpg,"Class 6
",0.5052985
7885.jpg,"Class 3
",0.99999404
10732.jpg,"Class 5
",1.0
11869.jpg,"Class 4
",0.9761972
9413.jpg,"Class 2
",0.9999944
11328.jpg,"Class 5
",1.0
9020.jpg,"Class 5
",0.99977523
9256.jpg,"Class 2
",0.8751596
8822.jpg,"Class 2
",0.99941516
9451.jpg,"Class 5
",1.0
9711.jpg,"Class 4
",0.9979024
9741.jpg,"Class 6
",0.99158394
11634.jpg,"Class 2
",0.9953909
8367.jpg,"Class 2
",0.9999994
11236.jpg,"Class 2
",0.84872854
10356.jpg,"Class 2
",0.99999917
9722.jpg,"Class 4
",0.9999927
8873.jpg,"Class 4
",0.6890992
10621.jpg,"Class 3
",0.9999957
7486.jpg,"Class 2
",0.99992204
9558.jpg,"Class 1
",0.9985903
8185.jpg,"Class 3
",0.87742364
11705.jpg,"Class 4
",1.0
7412.jpg,"Class 5
",1.0
8198.jpg,"Class 5
",1.0
10491.jpg,"Class 4
",0.99999976
8640.jpg,"Class 5
",0.9999976
9034.jpg,"Class 5
",1.0
11122.jpg,"Class 4
",0.69202214
7368.jpg,"Class 4
",0.9999993
9116.jpg,"Class 2
",1.0
8258.jpg,"Class 2
",0.7942348
10540.jpg,"Class 5
",1.0
10892.jpg,"Class 1
",0.4590651
11513.jpg,"Class 4
",0.9239872
10441.jpg,"Class 2
",0.9997702
7699.jpg,"Class 6
",0.99992085
7950.jpg,"Class 5
",1.0
9712.jpg,"Class 2
",0.7764446
9605.jpg,"Class 2
",0.9980901
7317.jpg,"Class 2
",0.61114097
7477.jpg,"Class 4
",0.999995
8260.jpg,"Class 5
",1.0
10679.jpg,"Class 4
",0.99999833
10939.jpg,"Class 4
",0.9999999
11672.jpg,"Class 5
",0.9998697
10197.jpg,"Class 5
",1.0
11198.jpg,"Class 2
",0.99997556
7232.jpg,"Class 2
",0.9991416
11118.jpg,"Class 4
",0.9998609
9542.jpg,"Class 2
",0.8936941
11493.jpg,"Class 6
",0.9999895
11662.jpg,"Class 6
",1.0
11588.jpg,"Class 4
",0.999549
11717.jpg,"Class 6
",0.92821854
10962.jpg,"Class 5
",1.0
8533.jpg,"Class 2
",0.59569
7371.jpg,"Class 6
",0.99870443
7782.jpg,"Class 4
",0.99999976
9240.jpg,"Class 3
",1.0
7392.jpg,"Class 5
",1.0
9288.jpg,"Class 2
",0.98143184
10767.jpg,"Class 4
",0.9923401
9098.jpg,"Class 5
",1.0
8451.jpg,"Class 2
",0.99988854
9400.jpg,"Class 6
",0.9999981
11608.jpg,"Class 6
",0.9999635
9935.jpg,"Class 2
",0.92350906
9170.jpg,"Class 4
",0.83389026
11414.jpg,"Class 2
",0.9998541
10195.jpg,"Class 2
",0.9610084
9016.jpg,"Class 2
",0.99178517
10013.jpg,"Class 4
",0.9978915
7718.jpg,"Class 1
",0.9988901
8509.jpg,"Class 4
",0.56459415
11667.jpg,"Class 4
",1.0
8144.jpg,"Class 4
",0.9990288
10104.jpg,"Class 2
",0.9952271
7551.jpg,"Class 6
",1.0
8207.jpg,"Class 2
",0.9877965
8832.jpg,"Class 4
",0.9998723
9114.jpg,"Class 2
",0.99590874
9212.jpg,"Class 6
",0.9979582
11663.jpg,"Class 2
",0.99949884
9457.jpg,"Class 6
",0.9991086
10836.jpg,"Class 2
",0.9998958
10710.jpg,"Class 3
",0.9981279
9222.jpg,"Class 5
",0.94758767
11438.jpg,"Class 5
",1.0
9638.jpg,"Class 2
",0.9999976
8661.jpg,"Class 2
",0.94666994
7259.jpg,"Class 4
",0.5543781
7931.jpg,"Class 3
",0.9957451
11437.jpg,"Class 4
",0.9999809
9011.jpg,"Class 2
",1.0
8564.jpg,"Class 2
",0.9999999
11317.jpg,"Class 6
",0.5344929
8860.jpg,"Class 4
",0.99917346
10602.jpg,"Class 3
",0.9995245
7864.jpg,"Class 3
",0.9999999
9171.jpg,"Class 5
",1.0
7417.jpg,"Class 2
",0.9996153
11703.jpg,"Class 2
",0.9999999
9066.jpg,"Class 3
",1.0
7829.jpg,"Class 2
",0.99999154
8254.jpg,"Class 5
",1.0
10606.jpg,"Class 4
",0.9999639
11273.jpg,"Class 5
",1.0
7217.jpg,"Class 4
",0.99999774
11724.jpg,"Class 6
",1.0
9474.jpg,"Class 4
",0.9997602
7436.jpg,"Class 2
",0.96740526
9501.jpg,"Class 4
",1.0
7440.jpg,"Class 4
",0.999456
10126.jpg,"Class 5
",0.999608
11651.jpg,"Class 2
",0.9993011
7250.jpg,"Class 2
",0.936004
8669.jpg,"Class 2
",0.94570076
7354.jpg,"Class 6
",0.9999995
8637.jpg,"Class 2
",0.90564084
10505.jpg,"Class 5
",1.0
9061.jpg,"Class 3
",0.9996636
9089.jpg,"Class 2
",1.0
10597.jpg,"Class 4
",0.99999785
8684.jpg,"Class 5
",1.0
8619.jpg,"Class 2
",0.59665626
9317.jpg,"Class 2
",0.9252852
9031.jpg,"Class 3
",0.9999639
7323.jpg,"Class 2
",0.9862049
11556.jpg,"Class 2
",1.0
11558.jpg,"Class 4
",0.9886774
9242.jpg,"Class 3
",0.9999999
8847.jpg,"Class 2
",1.0
8251.jpg,"Class 4
",0.7505342
7709.jpg,"Class 2
",0.999941
10466.jpg,"Class 6
",0.9973794
11370.jpg,"Class 4
",0.9892491
8042.jpg,"Class 4
",0.99990964
11488.jpg,"Class 2
",1.0
9894.jpg,"Class 4
",0.99945563
11058.jpg,"Class 4
",1.0
7647.jpg,"Class 4
",0.60271764
10794.jpg,"Class 4
",0.99999905
7426.jpg,"Class 2
",0.9999765
10869.jpg,"Class 5
",0.96188825
8593.jpg,"Class 4
",1.0
10518.jpg,"Class 2
",0.99976414
8399.jpg,"Class 3
",0.56730175
8469.jpg,"Class 4
",0.9990728
11301.jpg,"Class 3
",0.99955374
8787.jpg,"Class 5
",0.9993692
10039.jpg,"Class 5
",1.0
8720.jpg,"Class 6
",0.9999887
10094.jpg,"Class 5
",1.0
7742.jpg,"Class 5
",1.0
10791.jpg,"Class 5
",1.0
11340.jpg,"Class 5
",1.0
8261.jpg,"Class 4
",0.9998305
9991.jpg,"Class 4
",0.9999896
9257.jpg,"Class 5
",1.0
7943.jpg,"Class 4
",0.99999726
10346.jpg,"Class 2
",0.9487669
11722.jpg,"Class 6
",0.99993527
9168.jpg,"Class 4
",0.50832057
7986.jpg,"Class 2
",0.99978846
11681.jpg,"Class 2
",1.0
10574.jpg,"Class 2
",0.9999827
8187.jpg,"Class 6
",0.9983758
11721.jpg,"Class 4
",0.9712881
10853.jpg,"Class 3
",0.99999976
8892.jpg,"Class 2
",1.0
10863.jpg,"Class 5
",0.9999887
10180.jpg,"Class 3
",0.9998079
11062.jpg,"Class 2
",0.9873626
10916.jpg,"Class 2
",0.9999335
11872.jpg,"Class 2
",0.9999336
9534.jpg,"Class 2
",0.99999845
9658.jpg,"Class 3
",0.9376994
11288.jpg,"Class 4
",0.9999901
8752.jpg,"Class 2
",0.6397319
10681.jpg,"Class 6
",0.99496585
11625.jpg,"Class 3
",0.9999999
8656.jpg,"Class 3
",1.0
7774.jpg,"Class 2
",0.999974
10531.jpg,"Class 5
",0.8700681
10938.jpg,"Class 6
",0.8902936
9550.jpg,"Class 2
",0.9999857
10338.jpg,"Class 2
",0.5733226
9265.jpg,"Class 5
",1.0
8562.jpg,"Class 4
",0.9966276
10763.jpg,"Class 6
",0.99999976
10778.jpg,"Class 2
",0.96691996
7531.jpg,"Class 2
",0.9999999
8594.jpg,"Class 2
",0.9420959
9996.jpg,"Class 2
",0.99764603
8445.jpg,"Class 6
",0.824495
11240.jpg,"Class 2
",0.9999701
7615.jpg,"Class 5
",1.0
7502.jpg,"Class 2
",0.99990594
11316.jpg,"Class 4
",0.605329
8537.jpg,"Class 6
",0.9999999
11827.jpg,"Class 2
",0.6417418
11560.jpg,"Class 4
",1.0
9295.jpg,"Class 4
",1.0
8314.jpg,"Class 2
",0.9992397
11666.jpg,"Class 4
",0.9999831
9280.jpg,"Class 4
",0.9993431
10380.jpg,"Class 6
",0.83259517
10804.jpg,"Class 2
",0.9912465
8200.jpg,"Class 2
",1.0
10458.jpg,"Class 6
",0.99894303
8773.jpg,"Class 3
",0.999699
10581.jpg,"Class 2
",0.9907169
7518.jpg,"Class 4
",0.7451424
11203.jpg,"Class 2
",0.99999964
9754.jpg,"Class 5
",1.0
7611.jpg,"Class 2
",0.9999442
9865.jpg,"Class 3
",0.98049897
8337.jpg,"Class 2
",0.99800986
10156.jpg,"Class 6
",1.0
11532.jpg,"Class 5
",1.0
11249.jpg,"Class 6
",0.9999939
11576.jpg,"Class 2
",0.99993396
9292.jpg,"Class 2
",0.9999945
9111.jpg,"Class 4
",0.99933165
8290.jpg,"Class 5
",0.8875473
8945.jpg,"Class 2
",0.9999993
9664.jpg,"Class 3
",0.9999994
10361.jpg,"Class 6
",0.69198936
7664.jpg,"Class 4
",0.95253694
7975.jpg,"Class 2
",0.8236498
9390.jpg,"Class 4
",0.96330553
9208.jpg,"Class 2
",0.99981636
9527.jpg,"Class 4
",0.9964143
8986.jpg,"Class 5
",0.9983798
11801.jpg,"Class 2
",0.9925067
10242.jpg,"Class 2
",0.9999993
9074.jpg,"Class 5
",0.9987841
11091.jpg,"Class 5
",0.8792466
11939.jpg,"Class 3
",0.99999976
7831.jpg,"Class 2
",0.50977176
11152.jpg,"Class 4
",0.9658781
8651.jpg,"Class 2
",0.82304186
10837.jpg,"Class 4
",0.99953735
9819.jpg,"Class 5
",1.0
9610.jpg,"Class 4
",0.9992785
10510.jpg,"Class 4
",0.99967945
7456.jpg,"Class 6
",0.99998677
8352.jpg,"Class 4
",0.98109376
10825.jpg,"Class 2
",1.0
11278.jpg,"Class 2
",0.99999964
9946.jpg,"Class 4
",0.9999999
9009.jpg,"Class 5
",1.0
8286.jpg,"Class 2
",0.963445
9945.jpg,"Class 2
",0.9999896
8676.jpg,"Class 4
",0.9956691
11629.jpg,"Class 2
",0.8148802
11059.jpg,"Class 2
",0.93772703
8543.jpg,"Class 5
",1.0
10796.jpg,"Class 2
",0.76491594
10578.jpg,"Class 6
",0.9758789
8780.jpg,"Class 4
",0.83510655
7446.jpg,"Class 5
",1.0
7353.jpg,"Class 2
",0.9881811
10659.jpg,"Class 4
",1.0
10484.jpg,"Class 4
",0.9999558
8978.jpg,"Class 5
",0.9999963
8845.jpg,"Class 5
",1.0
7947.jpg,"Class 5
",0.9999906
9685.jpg,"Class 4
",1.0
9582.jpg,"Class 5
",1.0
11038.jpg,"Class 2
",1.0
11949.jpg,"Class 6
",0.99555665
9650.jpg,"Class 5
",1.0
10471.jpg,"Class 2
",0.95187294
7675.jpg,"Class 5
",1.0
8253.jpg,"Class 4
",0.9436727
10572.jpg,"Class 2
",0.9999999
9058.jpg,"Class 4
",0.88720673
8759.jpg,"Class 6
",0.99996793
11401.jpg,"Class 2
",0.9918018
11357.jpg,"Class 5
",1.0
9919.jpg,"Class 2
",0.4198936
9283.jpg,"Class 4
",0.80934095
8455.jpg,"Class 6
",0.991859
7653.jpg,"Class 3
",0.99974173
9093.jpg,"Class 5
",1.0
8396.jpg,"Class 4
",0.9999993
9554.jpg,"Class 3
",0.99999857
9126.jpg,"Class 4
",0.86429447
7877.jpg,"Class 5
",0.9999989
10671.jpg,"Class 2
",0.7658779
9291.jpg,"Class 4
",0.99240524
11133.jpg,"Class 4
",0.9999788
10429.jpg,"Class 6
",0.9976138
8805.jpg,"Class 5
",1.0
10965.jpg,"Class 6
",0.990149
9024.jpg,"Class 4
",0.99403715
11055.jpg,"Class 6
",0.97057223
7924.jpg,"Class 6
",0.9998894
8687.jpg,"Class 6
",0.9999759
11261.jpg,"Class 2
",1.0
10008.jpg,"Class 3
",1.0
11139.jpg,"Class 4
",0.9997781
9104.jpg,"Class 6
",0.9240457
10400.jpg,"Class 2
",0.9999069
10901.jpg,"Class 6
",0.9978908
9226.jpg,"Class 6
",0.9966678
10875.jpg,"Class 2
",0.9537089
7961.jpg,"Class 6
",0.60920465
10890.jpg,"Class 2
",0.9993197
9348.jpg,"Class 2
",0.9999949
11744.jpg,"Class 4
",0.99999976
10204.jpg,"Class 5
",1.0
11405.jpg,"Class 4
",1.0
11205.jpg,"Class 5
",1.0
10007.jpg,"Class 3
",0.99999475
7643.jpg,"Class 4
",0.9968636
10336.jpg,"Class 2
",1.0
9806.jpg,"Class 6
",0.88659245
11110.jpg,"Class 2
",0.97260463
7679.jpg,"Class 2
",0.9983884
11679.jpg,"Class 4
",0.99999845
9642.jpg,"Class 6
",0.9998287
11796.jpg,"Class 5
",0.9473548
7311.jpg,"Class 3
",1.0
7702.jpg,"Class 4
",0.9718086
11009.jpg,"Class 2
",0.9433851
11084.jpg,"Class 4
",1.0
11951.jpg,"Class 4
",0.9936324
10313.jpg,"Class 3
",0.99999964
8259.jpg,"Class 1
",0.89227545
11575.jpg,"Class 3
",0.98933023
7415.jpg,"Class 3
",0.99226636
10318.jpg,"Class 2
",0.72880673
8949.jpg,"Class 5
",0.99946064
11494.jpg,"Class 3
",0.99990964
10296.jpg,"Class 6
",0.99999917
11473.jpg,"Class 5
",0.99124104
7905.jpg,"Class 2
",0.99999976
9177.jpg,"Class 4
",0.9999999
8629.jpg,"Class 2
",0.9999951
10996.jpg,"Class 2
",0.4667428
10418.jpg,"Class 4
",0.9991673
8439.jpg,"Class 2
",0.99999523
8624.jpg,"Class 2
",0.8769482
10500.jpg,"Class 4
",0.9885046
7638.jpg,"Class 6
",1.0
8643.jpg,"Class 2
",0.99999964
9398.jpg,"Class 2
",0.6288862
10002.jpg,"Class 2
",0.95359075
11866.jpg,"Class 5
",1.0
11027.jpg,"Class 2
",0.7273592
11001.jpg,"Class 2
",0.99990284
10456.jpg,"Class 3
",1.0
8183.jpg,"Class 2
",0.9963325
10747.jpg,"Class 4
",0.99972993
8136.jpg,"Class 6
",0.9993292
11050.jpg,"Class 4
",1.0
7487.jpg,"Class 3
",0.9999999
8977.jpg,"Class 5
",0.915079
9225.jpg,"Class 2
",0.674299
8368.jpg,"Class 4
",0.7341475
8355.jpg,"Class 2
",1.0
9096.jpg,"Class 2
",1.0
10657.jpg,"Class 4
",0.9771277
11962.jpg,"Class 4
",0.55980927
10063.jpg,"Class 2
",0.9999231
10037.jpg,"Class 4
",1.0
7301.jpg,"Class 2
",0.99999976
10982.jpg,"Class 4
",0.98858064
8944.jpg,"Class 3
",0.6329088
10799.jpg,"Class 2
",0.9951663
7852.jpg,"Class 4
",1.0
9951.jpg,"Class 4
",0.9990777
11347.jpg,"Class 6
",0.9880073
10862.jpg,"Class 2
",0.9866275
11254.jpg,"Class 4
",0.9999993
10952.jpg,"Class 4
",1.0
8869.jpg,"Class 4
",0.9999993
9646.jpg,"Class 5
",1.0
7900.jpg,"Class 2
",1.0
10225.jpg,"Class 2
",1.0
10684.jpg,"Class 3
",1.0
11539.jpg,"Class 6
",0.8638628
11639.jpg,"Class 6
",0.78606683
10414.jpg,"Class 6
",0.99978477
11463.jpg,"Class 4
",0.9999944
10220.jpg,"Class 4
",0.88719076
7910.jpg,"Class 4
",0.9865795
11833.jpg,"Class 2
",0.9999964
10408.jpg,"Class 2
",0.99996364
10918.jpg,"Class 2
",0.9933128
10327.jpg,"Class 2
",0.9898913
8583.jpg,"Class 2
",0.9999999
7373.jpg,"Class 5
",1.0
10526.jpg,"Class 2
",0.9980185
8516.jpg,"Class 6
",0.99988437
9183.jpg,"Class 5
",1.0
10430.jpg,"Class 6
",0.999995
7693.jpg,"Class 4
",0.9990785
10421.jpg,"Class 5
",1.0
10568.jpg,"Class 2
",0.9992267
9017.jpg,"Class 2
",0.99999857
7540.jpg,"Class 2
",0.58668894
8570.jpg,"Class 2
",0.99904984
11113.jpg,"Class 2
",0.51570976
10909.jpg,"Class 2
",1.0
11051.jpg,"Class 5
",0.7778171
11434.jpg,"Class 3
",1.0
8662.jpg,"Class 3
",1.0
11843.jpg,"Class 5
",1.0
9771.jpg,"Class 4
",0.9304129
11448.jpg,"Class 6
",0.9996942
10306.jpg,"Class 2
",1.0
8482.jpg,"Class 4
",0.99995124
11074.jpg,"Class 4
",0.99999857
11111.jpg,"Class 4
",0.9989793
9724.jpg,"Class 4
",1.0
9847.jpg,"Class 4
",0.99974114
7356.jpg,"Class 4
",0.8093967
7414.jpg,"Class 5
",0.9999478
8090.jpg,"Class 4
",0.99999857
8436.jpg,"Class 2
",0.98443305
10045.jpg,"Class 4
",1.0
8542.jpg,"Class 4
",0.9639655
7379.jpg,"Class 2
",0.7079737
7762.jpg,"Class 2
",1.0
11754.jpg,"Class 4
",0.5914861
10999.jpg,"Class 4
",1.0
10984.jpg,"Class 4
",0.99999976
11257.jpg,"Class 6
",0.88045394
10976.jpg,"Class 4
",1.0
11696.jpg,"Class 3
",0.99999964
8124.jpg,"Class 1
",0.69314474
9666.jpg,"Class 3
",1.0
10461.jpg,"Class 4
",0.9999832
11435.jpg,"Class 4
",0.99998844
8541.jpg,"Class 1
",0.6188704
10285.jpg,"Class 4
",0.7075692
9721.jpg,"Class 4
",0.95914686
8067.jpg,"Class 4
",0.91550404
11436.jpg,"Class 2
",0.9999958
8493.jpg,"Class 1
",0.9713977
7580.jpg,"Class 4
",1.0
8522.jpg,"Class 5
",1.0
11879.jpg,"Class 4
",0.9999449
7550.jpg,"Class 4
",0.9999999
7841.jpg,"Class 2
",0.95378774
9799.jpg,"Class 2
",1.0
10576.jpg,"Class 2
",0.9998449
9005.jpg,"Class 2
",0.9233062
10775.jpg,"Class 6
",0.5500473
9611.jpg,"Class 4
",0.549711
8475.jpg,"Class 4
",0.8744696
10754.jpg,"Class 6
",0.6663264
9974.jpg,"Class 2
",0.9996437
11069.jpg,"Class 4
",0.6710074
9424.jpg,"Class 5
",1.0
10744.jpg,"Class 5
",0.985947
7897.jpg,"Class 5
",1.0
11768.jpg,"Class 2
",0.9999169
7636.jpg,"Class 4
",0.9998524
9571.jpg,"Class 4
",0.9996257
7745.jpg,"Class 6
",0.7950329
8911.jpg,"Class 4
",0.99522555
9273.jpg,"Class 2
",1.0
7835.jpg,"Class 6
",0.7104618
9816.jpg,"Class 2
",0.48308328
10025.jpg,"Class 2
",1.0
10049.jpg,"Class 5
",0.7357465
11518.jpg,"Class 5
",1.0
7384.jpg,"Class 4
",0.99998844
11135.jpg,"Class 2
",0.9999938
8714.jpg,"Class 2
",0.5918187
8994.jpg,"Class 2
",0.93366736
7678.jpg,"Class 2
",0.84648585
9764.jpg,"Class 6
",0.9988255
11073.jpg,"Class 6
",0.9999982
11716.jpg,"Class 6
",0.99397945
8733.jpg,"Class 3
",0.999967
8122.jpg,"Class 3
",1.0
11882.jpg,"Class 6
",0.61488444
8019.jpg,"Class 1
",0.99851424
11772.jpg,"Class 2
",0.9984378
8345.jpg,"Class 4
",0.34438214
7529.jpg,"Class 4
",0.95193195
7805.jpg,"Class 2
",0.99990356
9277.jpg,"Class 4
",0.8925517
11045.jpg,"Class 2
",0.99999666
10201.jpg,"Class 5
",1.0
9376.jpg,"Class 5
",0.9999871
11217.jpg,"Class 2
",0.9999995
7832.jpg,"Class 4
",0.8681006
7422.jpg,"Class 5
",1.0
8794.jpg,"Class 3
",1.0
9028.jpg,"Class 2
",0.98641044
8740.jpg,"Class 5
",0.9999788
11937.jpg,"Class 6
",1.0
10603.jpg,"Class 2
",0.9996025
11179.jpg,"Class 5
",1.0
7558.jpg,"Class 3
",1.0
7485.jpg,"Class 5
",1.0
8796.jpg,"Class 4
",0.6652905
7940.jpg,"Class 5
",1.0
7623.jpg,"Class 4
",0.99978775
11613.jpg,"Class 5
",1.0
9322.jpg,"Class 6
",0.9556535
7591.jpg,"Class 2
",0.9843365
9210.jpg,"Class 2
",1.0
10077.jpg,"Class 3
",1.0
8370.jpg,"Class 6
",0.9999989
9460.jpg,"Class 2
",0.99998987
9421.jpg,"Class 5
",0.99999964
10192.jpg,"Class 4
",0.86734146
7969.jpg,"Class 6
",0.94927937
11742.jpg,"Class 6
",0.99999464
8650.jpg,"Class 4
",0.9858143
11927.jpg,"Class 4
",0.99996877
9238.jpg,"Class 5
",1.0
7520.jpg,"Class 2
",0.98980343
10114.jpg,"Class 2
",0.96772903
10261.jpg,"Class 6
",0.81525266
8450.jpg,"Class 5
",1.0
9526.jpg,"Class 4
",0.9999999
9247.jpg,"Class 5
",0.99948055
8047.jpg,"Class 2
",1.0
9036.jpg,"Class 4
",0.99990916
7884.jpg,"Class 2
",1.0
11227.jpg,"Class 2
",1.0
9345.jpg,"Class 6
",0.99791414
7479.jpg,"Class 4
",0.9548926
8096.jpg,"Class 4
",0.9885239
11868.jpg,"Class 4
",0.72423387
8007.jpg,"Class 4
",0.99921536
11318.jpg,"Class 5
",1.0
8576.jpg,"Class 2
",0.5633155
8301.jpg,"Class 2
",0.9982864
11578.jpg,"Class 4
",1.0
7971.jpg,"Class 3
",1.0
10555.jpg,"Class 4
",0.99994016
9329.jpg,"Class 5
",1.0
9747.jpg,"Class 5
",1.0
11809.jpg,"Class 5
",1.0
8917.jpg,"Class 2
",0.9911664
7707.jpg,"Class 2
",0.99999154
8205.jpg,"Class 4
",0.97812223
10345.jpg,"Class 2
",0.92816234
8579.jpg,"Class 2
",1.0
10870.jpg,"Class 2
",0.9999956
11836.jpg,"Class 5
",1.0
10626.jpg,"Class 2
",0.643491
11075.jpg,"Class 2
",1.0
7777.jpg,"Class 4
",0.9998179
7834.jpg,"Class 2
",0.9996681
10818.jpg,"Class 2
",0.9999957
10233.jpg,"Class 2
",1.0
8988.jpg,"Class 6
",0.9905302
10068.jpg,"Class 5
",1.0
7322.jpg,"Class 1
",0.96491784
7416.jpg,"Class 6
",1.0
10459.jpg,"Class 3
",1.0
10912.jpg,"Class 4
",0.9997801
8540.jpg,"Class 2
",0.62639636
11791.jpg,"Class 4
",0.9998791
7746.jpg,"Class 4
",0.9988475
10783.jpg,"Class 2
",0.99999833
11572.jpg,"Class 2
",0.95900875
8679.jpg,"Class 2
",1.0
11976.jpg,"Class 6
",0.99998295
9660.jpg,"Class 4
",0.98783886
10410.jpg,"Class 5
",1.0
8193.jpg,"Class 2
",0.99986684
9672.jpg,"Class 2
",0.62653244
10003.jpg,"Class 2
",0.8590073
11422.jpg,"Class 4
",0.7339677
9867.jpg,"Class 2
",0.97286296
9757.jpg,"Class 4
",0.99999976
7277.jpg,"Class 5
",1.0
7246.jpg,"Class 4
",0.99762195
9768.jpg,"Class 2
",1.0
10487.jpg,"Class 2
",0.5089559
10819.jpg,"Class 5
",1.0
7242.jpg,"Class 3
",1.0
8991.jpg,"Class 6
",0.9964977
9248.jpg,"Class 2
",0.9980413
8705.jpg,"Class 4
",1.0
11786.jpg,"Class 5
",1.0
11606.jpg,"Class 5
",1.0
10582.jpg,"Class 6
",0.9987902
8360.jpg,"Class 3
",1.0
8933.jpg,"Class 5
",1.0
10787.jpg,"Class 6
",0.92457396
7471.jpg,"Class 5
",1.0
11213.jpg,"Class 4
",0.6967861
9725.jpg,"Class 2
",0.99992657
8671.jpg,"Class 5
",1.0
10362.jpg,"Class 2
",0.99999416
7648.jpg,"Class 2
",0.9991381
11329.jpg,"Class 5
",1.0
11008.jpg,"Class 2
",0.99998724
7687.jpg,"Class 5
",0.98179835
7423.jpg,"Class 6
",0.999998
7688.jpg,"Class 1
",0.59981483
8523.jpg,"Class 4
",0.9999993
7390.jpg,"Class 3
",1.0
10946.jpg,"Class 1
",0.98295873
7360.jpg,"Class 5
",0.99999464
11947.jpg,"Class 4
",0.9340494
11496.jpg,"Class 4
",1.0
8284.jpg,"Class 4
",0.99996984
11102.jpg,"Class 4
",0.99650323
10947.jpg,"Class 6
",0.89433736
7789.jpg,"Class 6
",0.9999155
10746.jpg,"Class 4
",0.99968684
10127.jpg,"Class 4
",0.95775914
8563.jpg,"Class 4
",0.99982834
7305.jpg,"Class 3
",0.9999299
9930.jpg,"Class 5
",1.0
10496.jpg,"Class 2
",0.9998808
9665.jpg,"Class 5
",0.9998481
9716.jpg,"Class 2
",1.0
10757.jpg,"Class 4
",0.97841656
7824.jpg,"Class 5
",0.9999943
10686.jpg,"Class 4
",1.0
11816.jpg,"Class 3
",0.9999999
10776.jpg,"Class 4
",1.0
9810.jpg,"Class 6
",0.9970401
8460.jpg,"Class 6
",0.9983506
8938.jpg,"Class 2
",0.99950004
11771.jpg,"Class 4
",0.85676205
7287.jpg,"Class 4
",0.99999976
10963.jpg,"Class 4
",0.9999696
10365.jpg,"Class 5
",0.8541005
11287.jpg,"Class 4
",0.9957462
8577.jpg,"Class 4
",0.9999999
10259.jpg,"Class 4
",0.5185281
8657.jpg,"Class 6
",0.96804327
8863.jpg,"Class 2
",0.99953604
8230.jpg,"Class 2
",1.0
10903.jpg,"Class 2
",0.6429819
11913.jpg,"Class 2
",0.9999964
7815.jpg,"Class 4
",0.98779035
10167.jpg,"Class 2
",0.99998975
10889.jpg,"Class 2
",0.9674626
8928.jpg,"Class 4
",0.9998349
7275.jpg,"Class 6
",0.9858086
11986.jpg,"Class 4
",0.9996451
10270.jpg,"Class 2
",0.99406934
9186.jpg,"Class 4
",0.9247877
9517.jpg,"Class 2
",0.9991679
11200.jpg,"Class 4
",0.9996784
11482.jpg,"Class 6
",0.99989295
8357.jpg,"Class 4
",0.9823867
8659.jpg,"Class 2
",0.99379855
9585.jpg,"Class 4
",1.0
7501.jpg,"Class 3
",1.0
11242.jpg,"Class 2
",0.99991024
9374.jpg,"Class 2
",1.0
10193.jpg,"Class 4
",1.0
9040.jpg,"Class 5
",1.0
7336.jpg,"Class 2
",0.9929422
11609.jpg,"Class 2
",0.99895966
9182.jpg,"Class 3
",1.0
7251.jpg,"Class 2
",0.86024123
9411.jpg,"Class 2
",0.9966182
11097.jpg,"Class 4
",0.96238005
11145.jpg,"Class 2
",1.0
8969.jpg,"Class 3
",1.0
8635.jpg,"Class 4
",1.0
8610.jpg,"Class 4
",0.9493697
9600.jpg,"Class 2
",0.99999833
11658.jpg,"Class 2
",0.9999994
8330.jpg,"Class 5
",1.0
9848.jpg,"Class 3
",0.9977285
8390.jpg,"Class 6
",0.9030199
11580.jpg,"Class 5
",1.0
9085.jpg,"Class 4
",0.99895763
10762.jpg,"Class 2
",1.0
11551.jpg,"Class 2
",0.6512282
10850.jpg,"Class 2
",0.9999974
11005.jpg,"Class 2
",0.9999994
10832.jpg,"Class 4
",0.99999595
11600.jpg,"Class 6
",0.999997
11321.jpg,"Class 3
",0.99999595
10162.jpg,"Class 2
",0.9999156
7358.jpg,"Class 5
",1.0
8550.jpg,"Class 6
",0.98303235
7506.jpg,"Class 4
",0.9959323
10580.jpg,"Class 2
",0.7055337
10537.jpg,"Class 2
",1.0
8393.jpg,"Class 4
",0.99995434
10856.jpg,"Class 2
",0.9999999
10522.jpg,"Class 4
",0.9910114
7698.jpg,"Class 6
",0.97093123
7879.jpg,"Class 5
",1.0
7475.jpg,"Class 4
",1.0
11024.jpg,"Class 3
",0.9993285
11031.jpg,"Class 3
",1.0
8565.jpg,"Class 2
",0.9999993
11299.jpg,"Class 5
",1.0
10135.jpg,"Class 4
",0.9999131
7760.jpg,"Class 2
",0.99984634
8214.jpg,"Class 2
",0.9904619
8169.jpg,"Class 2
",0.9886362
7516.jpg,"Class 2
",1.0
9976.jpg,"Class 1
",0.78895885
9069.jpg,"Class 4
",0.9999635
9859.jpg,"Class 4
",0.99989307
9039.jpg,"Class 5
",0.9883536
9498.jpg,"Class 5
",1.0
10154.jpg,"Class 4
",0.7544835
11527.jpg,"Class 6
",0.84399617
7267.jpg,"Class 3
",0.63088083
10304.jpg,"Class 4
",0.9993259
